date,"username","content","likes","retweets","sentiment"
"2025-02-22T12:31:48.000Z","Unknown","PT Bank Central Asia Tbk (BCA) mengungkapkan bahwa setiap tahunnya menghadapi serangan siber dalam jumlah yang sangat besar, mencapai 3 miliar hingga 4 miliar kali dari berbagai sumber

https://seputarkeuangan.com/blog/2025/bca-dapat-serangan-cyber-4-miliar-dalam-setahun-data-dan-uang-nasabah-aman-…


@AidilAKBAR",0,0,0
"2025-02-19T01:12:28.000Z","Unknown","#INFO_LOKER : Company Session & Campus Hiring bersama rekanan perusahaan, yaitu PT Bank Central Asia, Tbk (BCA), yang akan dilaksanakan:
: Jumat, 28 Februari 2025
: 10.00-12.00 WIB
: Auditorium Kampus 3 Gd. Bonaventura Lt. 4 UAJY
Untuk dimanfaatkan.",0,1,0
"2025-02-18T10:02:53.000Z","Unknown","JAKARTA - Analisis teknikal dari PT Ina Sekuritas Indonesia memberikan gambaran arah pergerakan saham PT Bank Central Asia Tbk (BBCA), Selasa (18/2).

Lihat selengkapnya:
https://idnfinancials.com/id/videos/watch/1387/…",0,0,0
"2025-02-17T05:01:18.000Z","Unknown","PT Bank Central Asia Tbk (BBCA) atau BCA bersiap merombak susunan direksi dan komisaris dalam Rapat Umum Pemegang Saham Tahunan (RUPST) yang dijadwalkan pada Rabu, 12 Maret 2025.
https://mediaasuransinews.co.id/perbankan/profil-lengkap-jahja-setiaatmadja-dirut-bca-yang-naik-ke-kursi-presiden-komisaris/…
#dewandireksi #komisaris #banjbca #pemegangsaham #rupst",1,1,0
"2025-02-17T04:12:08.000Z","Unknown","Tercatat saham big 4 banks yakni PT Bank Rakyat Indonesia Tbk (BBRI), PT Bank Central Asia Tbk (BBCA), PT Bank Mandiri Tbk (BMRI) dan PT Bank Negara Indonesia Tbk (BBNI) merosot masing-masing 1,99%, 1,24%, 0,4% dan 1,41% pada Senin (11/11) pukul 09.28 WIB.",0,0,1
"2025-02-15T14:50:39.000Z","Unknown","BANK CENTRAL ASIA TBK AKTIE: ZUKUNFT IN DER SCHWEBE?

Die indonesische Bank Central Asia Tbk steht vor wichtigen Entwicklungen im ersten Quartal 2025. Mit einer beachtlichen Marktkapitalisierung von 64,3 Milliarden Euro zählt das Finan... Read more: https://tinyurl.com/284h4mu7",0,0,-3
"2025-02-14T08:26:14.000Z","Unknown","PT Bank Central Asia Tbk (BBCA) atau BCA mengusulkan Gregory Hendra Lembong sebagai presiden direktur baru untuk menggantikan Jahja Setiaatmadja.
https://mediaasuransinews.co.id/perbankan/profil-lengkap-gregory-hendra-lembong-calon-bos-baru-bca-bbca-pengganti-jahja-setiaatmadja/…
#bankbca #presidendireksi #perbankan #pemegangsaham",1,1,0
"2025-02-14T00:06:58.000Z","Unknown","Pemegang saham PT Bank Central Asia Tbk (BBCA) menyiapkan calon pengganti Jahja Setiaatmadja sebagai Presiden Direktur BBCA. Rencana ini akan disahkan dalam Rapat Umum Pemegang Saham Tahunan (RUPST) 2025 pada bulan depan (12/3).

Baca selengkapnya:
https://idnfinancials.com/id/news/52453/profile-jahja-setiaatmadja-successor-bca…",0,0,0
"2025-02-12T14:14:25.000Z","Unknown","Ini dia, bank yg sudah bisa melakukan BI-FAST Bulk Transfer!
 PT. Bank CIMB Niaga Tbk
 PT. Bank CIMB Niaga Tbk - Unit Usaha Syariah
 PT. Bank Danamon Indonesia Tbk
 PT. Bank Negara Indonesia (Persero)
 PT. Bank Central Asia Tbk

Daftar ini tentunya akan terus bertambah!",1,0,0
"2025-02-12T08:58:11.000Z","Unknown","Lowongan Kerja PT Bank Central Asia Tbk (BCA)

Magang Bakti

Minimal lulusan SMA / SMK & D1 - D3 & S1
Penempatan Banyumas dan sekitarnya

Selengkapnya di:",0,0,0
"2025-02-11T09:45:10.000Z","Unknown","Kamu Harus Tahu! 

PT Bank Central Asia Tbk (BBCA)

Sisi trailing 12M earnings per share mengalami kenaikan pada periode Juni 2024 – Desember 2024, tapi belum diikuti dengan kenaikan harga saham BBCA.",0,0,1
"2025-02-11T05:35:07.000Z","Unknown","PT Bank Central Asia Tbk (BBCA) membantah kabar tentang tersebarnya data nasabah perseroan. Manajemen BBCA memastikan bahwa data nasabah BCA tetap aman.
https://mediaasuransinews.co.id/perbankan/manajemen-bca-bbca-bantah-data-nasabah-dibobol/…
#keamanandata #datanasabah #boboldata #perbankan",0,0,0
"2025-02-08T12:37:17.000Z","Unknown","PT Bank Central Asia Tbk (BCA) akan menerapkan biaya administrasi sebesar Rp 4.000 untuk setiap transaksi tarik tunai yang dilakukan melalui EDC BCA di outlet merchant (Tunai BCA). 

https://seputarkeuangan.com/blog/2025/ingat-tarik-tunai-lewat-edc-bca-kena-biaya-rp-4-000-…


@AidilAKBAR",0,0,0
"2025-02-04T06:42:00.000Z","Unknown","Pada 12 Maret 2025 pukul 09.30 WIB, PT Bank Central Asia Tbk (BBCA) akan menyelenggarakan RUPS Tahunan.

Pemegang saham $BBCA yang namanya tercatat dalam Daftar Pemegang Saham pada 11 Februari 2025 pukul 16.00 WIB berhak hadir atau diwakili dalam acara tersebut.

#RUPS",0,0,0
"2025-01-31T15:10:58.000Z","Unknown","Per 31 Januari 2025, harga saham PT Bank Central Asia Tbk (BBCA) mencapai Rp10.175 per lembar. Sebelumnya, pada Juli 2024, harga saham BBCA telah menembus Rp10.000 per saham.",0,0,0
"2025-01-29T03:23:08.000Z","Unknown","Presiden Direktur PT Bank Central Asia Tbk (BCA) Jahja Setiaatmadja menuturkan, kondisi pelemahan daya beli masyarakat tahun ini berbeda dibanding periode 2020-2021 ketika pandemi Covid-19. Saat itu masyarakat dibantu oleh bantuan sosial (bansos) serta dukungan berbagai promo",2,0,0
"2025-01-28T19:44:50.000Z","Unknown","GEBYAR TAHAPAN UNDIAN
   BANK CENTRAL ASIA.TBK
JLN.JENDRAL SUDIRMAN KAV.56_57 TOWER JAKARTA PUSAT.",0,0,0
"2025-01-28T19:34:07.000Z","Unknown","BANK CENTRAL ASIA.TBK
JLN.JENDRAL SUDIRMAN KAV.56_57 JAKARTA. 
   PERGERAKAN SAHAM
     BANK BCA MAKIN TUMBUJ
DAN PEMODAL_BANYAK NASABAH_NASABAH BARU YANG IKUT JADI MEMBER..!! 
   KANTOR BANK BCA JAKARTA",0,0,0
"2025-01-24T09:42:59.000Z","Unknown","JAKARTA - PT Bank Central Asia Tbk (BBCA) mendistribusikan kredit sebanyak Rp922 triliun sepanjang tahun 2024, tumbuh 13,8% dari tahun 2023.

Baca selengkapnya:
https://idnfinancials.com/id/news/52185/bca-distributes-idr-loans…

 : IDNFinancials",0,0,0
"2025-01-24T03:12:06.000Z","Unknown","PT Bank Central Asia Tbk atau BCA dan entitas anak membukukan laba bersih sebesar 54,8 triliun sepanjang 2024, tumbuh 12,7% dibanding tahun 2023 (year on year/yoy).
Selengkapnya",1,0,0
"2025-01-24T02:36:17.000Z","Unknown","Berita Emiten

PT Bank Central Asia Tbk (BBCA) mencatatkan peningkatan laba bersih sebesar 12.7% YoY menjadi IDR 54.8 triliun di tahun 2024.

*Disclaimer On",0,0,0
"2025-01-23T14:30:19.000Z","Unknown","Presiden Direktur PT Bank Central Asia Tbk (BCA) Jahja Setiaatmadja, mengatakan pihaknya belum berencana menurunkan bunga deposito.",0,0,0
"2025-01-23T11:57:49.000Z","Unknown","PT Bank Central Asia Tbk (BCA) mencatatkan laba bersih Rp 54,8 triliun, tumbuh 12,7% secara tahunan pada 2024 dibandingkan tahun sebelumnya Rp 36,4 triliun.",0,1,0
"2025-01-23T11:45:39.000Z","Unknown","PT Bank Central Asia Tbk (BCA) melaporkan total penyaluran kredit sepanjang 2024 mencapai Rp 922 triliun atau naik 13,8% secara tahunan (year-on-Year/YoY).",0,0,0
"2025-01-23T11:40:13.000Z","Unknown","PT Bank Central Asia Tbk (BBCA) mencatatkan laba bersih perusahaan dan entitas anak usahanya naik 12,7% mencapai Rp54,8 triliun sepanjang tahun 2024. https://katadata.co.id/finansial/korporasi/67921474a954f/bca-catatkan-laba-rp-54-8-triliun-sepanjang-2024…",2,0,0
"2024-09-05T03:10:33.000Z","Unknown","Salah satu bank digital yang aku pilih dari beberapa pilihan. Meski bunga tabungan gak setinggi yang lain, cuma merasa 'aman' aja karena ada nama BCA.

Btw kalau tabungannya mencar-mencar, coba catat dalam 1 sheet kaya gini.
*cuma contoh, bukan aset aku.",380,29,0
"2024-12-24T03:30:40.000Z","Unknown","PT Bank Central Asia Tbk (BBCA) atau BCA mencatat laba bersih (bank only) sebesar Rp 50,47 triliun per November 2024.
#bisnisupdate #update #bisnis #oneliner",54,14,0
"2024-06-14T13:48:27.000Z","Unknown","TARIK TUNAI DIKENAKAN BIAYA PER 5 JULI 2024

PT Bank Central Asia Tbk (BCA) mengumumkan, nasabah akan dikenakan biaya administrasi oleh mechant sebesar Rp 4.000 untuk setiap transaksi Tarik tunai menggunakan kartu Debit BCA melalui mesin EDC BCA.

Gimana menurut kalian? ",14,7,0
"2024-11-26T08:12:13.000Z","Unknown","1. PT BANK CENTRAL ASIA Tbk (BBCA)

Salah satu saham yang menunjukkan kinerja paling menguntungkan dalam setahun terakhir adalah PT Bank Central Asia Tbk (BBCA). Saham BBCA mengalami lonjakan harga yang signifikan berkat kinerja keuangan perusahaan yang solid. Peningkatan",129,1,2
"2018-01-20T06:48:55.000Z","Unknown","Sawasdee ka!!! Wassup Thailand?! Dara ka  So excited to be back in Bangkok and to be onstage again with Blackjacks.  See you Blackjack Thailand on January 25, at the 3rd floor of Central World. 6:30pm. Pai laew na ka ",8,3,3
"2023-04-02T08:13:16.000Z","Unknown","Saksikan Power Breakfast bersama Presiden Direktur PT Bank Central Asia Tbk, Jahja Setiaatmadja. Senin 3 April 2023 pukul 08.30 WIB hanya di IDX Channel.",2,1,0
"2023-06-23T01:43:40.000Z","Unknown","PT Bank Central Asia tbk (BCA) terus mendukung pekembangan industri kreatif, UMKM, pariwisata dan kesenian lokal.

https://suaramerdeka.com/ekonomi/049238323/dukung-industri-kreatif-lewat-gelaran-budaya-satu-dalam-cita-di-solo…",0,0,0
"2024-12-02T03:44:12.000Z","Unknown","RAKERNAS LAZISMU 2025

Menjelang Rapat Kerja Nasional Lazismu 2025 pada 29 November - 1 Desember 2024 mendatang di Yogyakarta. Direktur PT. Bank Central Asia, TBK, dalam hal Ini mengajak sobat Lazismu semua untuk mensukseskan RAKERNAS 2025.",2,0,0
"2024-08-17T06:49:07.000Z","Unknown","PT Bank Central Asia Tbk (BCA) secara resmi menggelar BCA Expo 2024 dengan berbagai penawaran promo menarik dan bunga spesial.

Saksikan liputan BCA Expo 2024 pada pogram Kabar Siang dengan tajuk “Opening Ceremony BCA Expo 2024” pada hari Minggu, 18 Agustus 2024 pukul 11.00 WIB",5,1,0
"2024-05-14T07:22:29.000Z","Unknown","Studium Generale

Pembicara: Hendra Lembong
Wakil Direktur Bank Central Asia Tbk

Topik : ""Tips to the Working World and How Technology Can Help: BCA Case”

Hari, tanggal : Rabu, 15 Mei 2024
Waktu : Pkl. 09.00 – 10.45 WIB

Media : Daring Zoom dan Youtube itbofficial 
Live",18,1,4
"2024-05-02T01:06:00.000Z","Unknown","PT Bank Central Asia Tbk (BCA) mempertegas komitmennya dalam memberikan dampak sosial bagi masyarakat melalui berbagai program pengembangan berkelanjutan serta bisa dirasakan dampaknya kini dan nanti, dengan meluncurkan kampanye #BuktiBaktiBCA. Peluncuran kampanye #BuktiBaktiBCA",3,0,0
"2023-04-03T03:34:58.000Z","Unknown","Momen saat Presiden Direktur PT Bank Central Asia Tbk, Jahja Setiaatmadja hadir dalam program 'Power Breakfast"" Senin (3/4/2023) membahas tentang resilensi dan peluang Bank BCA dalam menghadapi dinamika perbankan global",0,0,0
